,Year,Month,Employment to population ratio (%),Employment to population ratioMales (%),Employment to population ratioFemales (%),Unemployment rate (%),Unemployment rate looked for full-time work (%),Unemployment rate looked for full-time workMales (%),Unemployment rate looked for full-time workFemales (%),Unemployment rate looked for only part-time work (%),Unemployment rate looked for only part-time workMales (%),Unemployment rate looked for only part-time workFemales (%),Participation rate (%),Employed total (000),Employed totalMales (000),Employed totalFemales (000),Employed full-time (000),Employed full-timeMales (000),Employed full-timeFemales (000),Employed part-time (000),Employed part-timeMales (000),Employed part-timeFemales (000),Unemployed total (000),Unemployed totalMales (000),Unemployed totalFemales (000),Unemployed looked for full-time work (000),Unemployed looked for full-time workMales (000),Unemployed looked for full-time workFemales (000),Unemployed looked for only part-time work (000),Unemployed looked for only part-time workMales (000),Unemployed looked for only part-time workFemales (000),Unemployment rateMales (000),Unemployment rateFemales (000),Labour force total (000),Labour force totalMales (000),Labour force totalFemales (000),Participation rateMales (000),Participation rateFemales (000),Not in the labour force (000),Employed total growth (000),Full-time employed growth (000),Part-time employed growth (000)
2009-09-01,2009,9,61.5642179,68.078805,55.2268983,5.6601393,6.0827372,5.6924751,6.7973109,4.653642,5.8628418,4.1235973,65.2579063,10810.554763,5894.8068865,4915.7478765,7579.658719,4922.6601664,2656.9985526,3230.8960441,972.1467201,2258.7493239,648.6043721,357.6806567,290.9237155,490.9115797,297.1355702,193.7760095,157.6927924,60.5450864,97.147706,5.7206137,5.5875181,11459.1591352,6252.4875432,5206.671592,72.2096395,58.4953358,6100.642864147932,21.39313580000089,7.89647849999983,13.496657400000004
2009-10-01,2009,10,61.5412269,67.9628772,55.2951668,5.623659,5.937886,5.6397034,6.4812487,4.8795996,6.101883,4.3385996,65.2083205,10820.2074319,5891.8166778,4928.3907541,7582.1368096,4911.0974657,2671.0393439,3238.0706223,980.719212,2257.3514102,644.7501221,357.2564257,287.4936965,478.6397169,293.5252868,185.1144301,166.1104052,63.7311389,102.3792664,5.7169507,5.5118878,11464.957554,6249.0731034,5215.8844506,72.0838768,58.5207657,6117.089439527463,9.652668900000208,2.478090599999632,7.174578200000269
2009-11-01,2009,11,61.6354409,68.006745,55.4391197,5.5583229,5.8510823,5.5356458,6.4244364,4.8641852,6.4489483,4.1626509,65.2629673,10850.4854601,5902.7086813,4947.7767787,7608.0706485,4924.3695952,2683.7010533,3242.4148116,978.3390862,2264.0757254,638.6004901,356.0117383,282.5887519,472.8195361,288.5698649,184.2496712,165.7809541,67.4418734,98.3390807,5.6882512,5.402849,11489.0859502,6258.7204196,5230.3655306,72.1084551,58.6054856,6115.210062555767,30.278028200000335,25.93383890000041,4.344189299999925
2009-12-01,2009,12,61.7618568,68.2809287,55.4226818,5.4915883,5.701402,5.4793815,6.1080553,4.9993274,6.0050998,4.5523554,65.3506453,10886.4790199,5933.589492,4952.889528,7616.129777,4938.0401052,2678.0896718,3270.3492429,995.5493867,2274.7998562,632.5792605,349.8624625,282.7167981,460.4799892,286.259294,174.2206952,172.0992714,63.6031685,108.4961029,5.5679977,5.3998865,11519.0582805,6283.4519545,5235.606326,72.3069797,58.5862741,6107.482708682857,35.993559799999275,8.059128500000043,27.934431299999687
2010-01-01,2010,1,61.9432555,68.6104056,55.4601837,5.2659171,5.4703895,5.0069133,6.3134323,4.7887366,6.225884,4.1320358,65.3864519,10936.5029814,5972.0328889,4964.4700926,7639.4044223,4953.5612402,2685.8431821,3297.0985591,1018.4716487,2278.6269104,607.9197321,328.7119559,279.2077761,442.0891778,261.0932291,180.9959487,165.8305543,67.6187269,98.2118274,5.2170333,5.3246554,11544.4227135,6300.7448448,5243.6778687,72.3868517,58.5793312,6111.25729060189,50.02396150000095,23.274645299999975,26.749316200000067
2010-02-01,2010,2,61.749014,68.4547674,55.2284872,5.308437,5.5350708,5.1882677,6.1768705,4.7804635,6.0357982,4.2222186,65.210682,10920.2044448,5968.2829726,4951.9214722,7622.2161013,4966.5000181,2655.7160831,3297.9883435,1001.7829545,2296.205389,612.1898925,336.1253814,276.0645111,446.6155407,271.7757715,174.8397692,165.5743518,64.3496099,101.2247419,5.3315928,5.2805136,11532.3943373,6304.408354,5227.9859833,72.3100445,58.3074184,6152.4296571799205,-16.29853660000117,-17.188320999999632,0.8897844000002806
2010-03-01,2010,3,61.6770945,68.2054386,55.3291604,5.4232599,5.5485708,5.2174853,6.1554266,5.1311036,7.064689,4.2629737,65.2138088,10925.4576946,5956.3031993,4969.1544952,7635.8377084,4957.7680591,2678.0696493,3289.6199862,998.5351403,2291.0848459,626.4922689,348.8157696,277.6764993,448.5690339,272.9098503,175.6591837,177.9232349,75.9059193,102.0173156,5.5322631,5.2922707,11551.9499634,6305.1189689,5246.8309946,72.1997169,58.4209555,6162.013039171934,5.253249800000049,13.621607099999892,-8.368357300000298
2010-04-01,2010,4,61.6755022,68.358087,55.1775446,5.4988119,5.6519614,5.2838594,6.3279629,5.1360669,6.3410674,4.6038831,65.2642612,10937.2658882,5976.2611292,4961.004759,7677.9448028,4990.4561861,2687.4886168,3259.3210854,985.8049431,2273.5161423,636.414942,345.1416557,291.2732863,459.9507094,278.3988968,181.5518126,176.4642326,66.742759,109.7214737,5.4598903,5.5456563,11573.6808302,6321.4027849,5252.2780453,72.3059104,58.4171595,6159.8851634957955,11.808193599999868,42.10709439999937,-30.298900799999956
2010-05-01,2010,5,61.6142839,68.1941176,55.2161727,5.2308326,5.4332859,5.1916081,5.8775141,4.7470376,5.4662018,4.4358833,65.0151158,10938.4891873,5968.5482967,4969.9408907,7695.0000005,4996.4160334,2698.5839671,3243.4891869,972.1322633,2271.3569236,603.7554946,329.8098382,273.9456564,442.1125953,273.5985023,168.514093,161.6428993,56.2113359,105.4315634,5.2364415,5.2240958,11542.244682,6298.3581349,5243.886547,71.9623858,58.259716,6210.9263151975465,1.2232991000000766,17.055197700000463,-15.83189850000008
2010-06-01,2010,6,61.851191,68.4930263,55.3927414,5.1451194,5.2233652,4.8349611,5.9331204,4.9605997,6.2270346,4.3975373,65.206124,10992.6723952,6001.3521127,4991.3202825,7712.930177,5005.4000562,2707.5301208,3279.7422183,995.9520565,2283.7901617,596.2646517,320.441306,275.8233457,425.0778768,254.3046757,170.7732011,171.1867749,66.1366303,105.0501446,5.0688355,5.2366779,11588.937047,6321.7934188,5267.1436282,72.1502013,58.4537775,6183.836944289531,54.183207899999616,17.930176500000016,36.253031400000054
2010-07-01,2010,7,61.9261776,68.5229549,55.5121188,5.2864434,5.3707255,4.8698712,6.2895314,5.0891933,6.4012983,4.5150548,65.3825913,11019.0443356,6010.8164745,5008.2278611,7713.4095917,5018.5508572,2694.8587345,3305.6347439,992.2656173,2313.3691266,615.0286868,324.7699824,290.2587044,437.7779086,256.9080554,180.8698532,177.2507782,67.861927,109.3888512,5.1261234,5.4781436,11634.0730224,6335.5864569,5298.4865655,72.2253136,58.7293997,6159.7659660525715,26.371940400000312,0.479414700000234,25.892525600000226
2010-08-01,2010,8,62.0832028,68.829758,55.5240143,5.0212349,5.020808,4.4725013,6.0131505,5.0222463,5.8520704,4.6507937,65.3653506,11060.0611179,6044.642426,5015.418692,7777.6014367,5038.5250822,2739.0763544,3282.4596812,1006.1173437,2276.3423375,584.7113792,298.4371606,286.2742186,411.1410398,235.8986692,175.2423706,173.5703394,62.5384915,111.031848,4.7049254,5.3996756,11644.7724972,6343.0795866,5301.6929106,72.2280331,58.6932599,6170.128502045922,41.01678230000107,64.19184499999938,-23.175062700000126
2010-09-01,2010,9,62.1673384,68.945075,55.5784142,5.0533084,4.9634998,4.4159222,5.9649676,5.2671179,7.1607674,4.4342645,65.4760449,11088.1453479,6061.6585745,5026.4867734,7815.7179088,5082.025511,2733.6923978,3272.4274391,979.6330634,2292.7943757,590.1397632,310.3461876,279.7935757,408.1938452,234.7862725,173.4075727,181.945918,75.559915,106.386003,4.8704638,5.2728759,11678.2851111,6372.0047621,5306.2803491,72.4749407,58.6721224,6157.680895912128,28.08422999999857,38.116472100000465,-10.032242100000076
2010-10-01,2010,10,62.1846444,68.924149,55.6335398,5.2860568,5.2633981,4.6550919,6.3745051,5.3393317,6.9172908,4.641418,65.6552164,11104.2932943,6066.6484513,5037.644843,7792.6241253,5068.0287432,2724.5953821,3311.669169,998.6197081,2313.0494609,619.7390007,321.6507602,298.0882405,432.9444166,247.4399539,185.5044627,186.7945841,74.2108063,112.5837778,5.0349984,5.5866408,11724.0322949,6388.2992115,5335.7330835,72.5784739,58.9254955,6132.937703450352,16.147946400000365,-23.093783500000427,39.24172989999988
2010-11-01,2010,11,62.4384291,69.2317317,55.8356844,5.1079925,5.0758271,4.4629578,6.1857442,5.1843805,6.0179767,4.8152159,65.7994605,11162.7254881,6100.5824994,5062.1429887,7857.7674021,5095.1065593,2762.6608428,3304.958086,1005.4759401,2299.482146,600.884302,302.3988806,298.4854214,420.1739897,238.0149641,182.1590255,180.7103123,64.3839164,116.3263959,4.7227824,5.5681051,11763.6097901,6402.98138,5360.6284101,72.6634692,59.1279931,6114.363221699998,58.43219380000119,65.14327680000042,-6.7110829999996895
2010-12-01,2010,12,62.3965536,69.2171992,55.7678857,4.8769908,4.9166118,4.2990755,6.0411934,4.7829473,6.0702595,4.2132041,65.5956472,11168.3447689,6106.1627292,5062.1820398,7854.5365764,5103.2340537,2751.3025227,3313.8081926,1002.9286755,2310.8795171,572.6050391,294.0622043,278.5428348,406.1456766,229.2474046,176.898272,166.4593625,64.8147997,101.6445628,4.5945605,5.21545,11740.949808,6400.2249335,5340.7248745,72.5505794,58.8364725,6158.027196071698,5.619280799999615,-3.2308257000004232,8.85010659999989
2011-01-01,2011,1,62.4772241,69.3861835,55.7633435,5.003064,5.0144521,4.5642183,5.8359727,4.9762116,5.4025638,4.7855277,65.7676202,11199.8458795,6130.124295,5069.7215845,7863.5489129,5103.7278025,2759.8211104,3336.2969666,1026.3964925,2309.9004741,589.8458151,302.7045274,287.1412877,415.1304105,244.0858933,171.0445172,174.7154046,58.6186341,116.0967705,4.7056207,5.3602509,11789.6916946,6432.8288223,5356.8628723,72.8124618,58.9216941,6136.594308675516,31.501110600000175,9.012336499999947,22.48877399999992
2011-02-01,2011,2,62.2483801,69.0473599,55.6419949,4.9867691,4.9065594,4.5055173,5.6451778,5.1792893,6.395087,4.6590266,65.5154861,11175.8220551,6109.191646,5066.630409,7895.6809191,5138.8027849,2756.8781342,3280.141136,970.3888611,2309.7522749,586.5629767,308.7503921,277.8125846,407.3953691,242.4534314,164.9419377,179.1676076,66.2969607,112.8706469,4.8107382,5.1981579,11762.3850318,6417.9420381,5344.4429937,72.5369214,58.6929469,6191.209960758562,-24.023824400001104,32.13200620000043,-56.15583059999972
2011-03-01,2011,3,62.3723113,69.0391566,55.8949047,4.9254752,4.8758437,4.3410999,5.844682,5.0451318,5.7979368,4.7220852,65.6036003,11215.1054129,6117.4761319,5097.629281,7931.2250472,5139.2411019,2791.9839453,3283.8803657,978.23503,2305.6453357,581.0149816,293.4323685,287.5826131,406.5362062,233.2240809,173.3121253,174.4787754,60.2082876,114.2704878,4.5770793,5.3402284,11796.1203945,6410.9085004,5385.2118941,72.3507058,59.0482142,6184.783611617482,39.283357800000886,35.5441280999994,3.739229699999669
2011-04-01,2011,4,62.1169602,68.6439849,55.7747802,4.9583475,5.0153144,4.5345744,5.8935008,4.8219145,6.6756608,4.0285545,65.357618,11182.6498567,6090.0922777,5092.557579,7884.0201474,5120.720335,2763.2998124,3298.6297093,969.3719427,2329.2577666,583.401729,312.5733798,270.8283492,416.2864689,243.2324306,173.0540383,167.1152601,69.3409492,97.7743109,4.8819257,5.0495779,11766.0515857,6402.6656576,5363.3859281,72.1671306,58.7409502,6236.519416352123,-32.4555562000005,-47.20489980000002,14.749343599999975
2011-05-01,2011,5,61.9837961,68.5435392,55.6091889,5.0150773,5.1233477,4.5859689,6.107735,4.7597182,5.592735,4.4032795,65.2564579,11172.1081747,6088.8082633,5083.2999113,7836.678745,5098.0375715,2738.6411735,3335.4294296,990.7706919,2344.6587378,589.8724178,303.7252524,286.1471654,423.1813521,245.0314862,178.1498658,166.6910657,58.6937662,107.9972996,4.7512501,5.3291738,11761.9805925,6392.5335157,5369.4470767,71.9626653,58.73952,6262.259415323042,-10.541681999999128,-47.341402399999424,36.79972029999999
2011-06-01,2011,6,62.0959087,68.5141147,55.8582292,4.9170604,4.946476,4.5623773,5.6441101,4.8464577,5.3950072,4.6148853,65.3070982,11205.7699323,6093.8152755,5111.9546568,7907.6786814,5120.4495001,2787.2291813,3298.0912509,973.3657754,2324.7254755,579.4882647,300.2899153,279.1983494,411.5065022,244.7821118,166.7243904,167.9817625,55.5078035,112.473959,4.6963556,5.1788244,11785.258197,6394.1051908,5391.1530062,71.8903407,58.9090241,6260.648789876352,33.661757599998964,70.99993639999957,-37.338178699999844
2011-07-01,2011,7,62.0432889,68.4266088,55.8417732,5.0895407,5.0784864,4.6839483,5.7926127,5.115741,6.0997746,4.6908083,65.3703389,11209.7444411,6092.2290002,5117.5154409,7884.4855887,5099.758759,2784.7268297,3325.2588524,992.4702412,2332.7886112,601.118684,315.0794672,286.0392168,421.8353846,250.6084317,171.2269529,179.2832995,64.4710355,114.8122639,4.9175011,5.293538,11810.8631251,6407.3084673,5403.5546578,71.9655138,58.9630021,6256.754886132312,3.974508799999967,-23.193092699999397,27.16760149999982
2011-08-01,2011,8,62.004546,68.3805805,55.8119052,5.2557411,5.3566982,4.9671011,6.0645506,5.0157802,6.4457885,4.4002189,65.4441195,11216.7463871,6094.8432009,5121.9031862,7886.6857126,5107.8343423,2778.8513703,3330.0606745,987.0088587,2343.0518159,622.2257253,334.9759574,287.249768,446.3770182,266.9720665,179.4049517,175.8487071,68.0038908,107.8448162,5.209726,5.310439,11838.9721124,6429.8191583,5409.1529541,72.1388151,58.9419832,6251.227897701747,7.001946000000316,2.200123900000108,4.801822100000209
2011-09-01,2011,9,62.0956961,68.4396422,55.9360255,5.2213598,5.3100518,4.9229072,6.0091393,5.0116239,6.183771,4.5013836,65.5165509,11247.2593122,6106.815204,5140.4441082,7897.2027691,5103.3359875,2793.8667816,3350.0565431,1003.4792165,2346.5773266,619.6120451,330.383812,289.228233,442.8617502,264.2408245,178.6209257,176.7502949,66.1429875,110.6073073,5.1324157,5.3268082,11866.8713573,6437.1990161,5429.6723412,72.1422841,59.0832784,6245.912655724105,30.512925099999848,10.517056499999853,19.995868599999994
2011-10-01,2011,10,62.0117828,68.3280742,55.8782511,5.1900845,5.421546,4.9893662,6.2055976,4.6358521,6.3033236,3.9236355,65.4064318,11249.068241,6106.45198,5142.616261,7915.7761851,5126.2751268,2789.5010584,3333.2920559,980.1768532,2353.1152026,615.796503,335.1401494,280.6563537,453.7581564,269.2000104,184.558146,162.0383466,65.9401389,96.0982076,5.2027533,5.1750368,11864.864744,6441.5921293,5423.2726146,72.0781211,58.9277857,6275.346268091935,1.8089288000010129,18.57341599999927,-16.764487200000076
2011-11-01,2011,11,61.9359567,68.3639717,55.6932388,5.2288217,5.3217801,4.8065751,6.2532097,5.0106599,6.541523,4.3338911,65.3531567,11252.3016421,6119.2440656,5133.0575765,7882.5284675,5102.85922,2779.6692475,3369.7731746,1016.3848456,2353.388329,620.8245954,328.7979839,292.0266116,443.070046,257.6572475,185.4127984,177.7545495,71.1407363,106.6138132,5.0991911,5.3828955,11873.1262375,6448.0420495,5425.0841881,72.0372908,58.8617027,6294.513761900365,3.2334010999984457,-33.247717599999305,36.481118700000025
2011-12-01,2011,12,61.7239253,68.3103246,55.3266573,5.1968091,5.2251997,4.5986323,6.353286,5.1289581,6.3006951,4.6126524,65.1074344,11230.7095702,6124.0281176,5106.6814526,7915.3650146,5122.5191026,2792.845912,3315.3445556,1001.509015,2313.8355406,615.6317488,314.2660452,301.3657035,436.3961982,246.9207966,189.4754016,179.2355505,67.3452486,111.8903019,4.8812005,5.5725421,11846.341319,6438.2941628,5408.0471561,71.8157977,58.5917047,6348.725693193617,-21.5920718999987,32.836547099999734,-54.4286189999998
2012-01-01,2012,1,62.0244761,68.6364976,55.602093,5.0459632,5.1271911,4.6855005,5.932322,4.8519546,5.8941061,4.4009073,65.3205258,11305.460521,6164.3214126,5141.1391084,7962.1702698,5165.4824358,2796.687834,3343.2902512,998.8389767,2344.4512745,600.78475,316.4864103,284.2983397,430.2978791,253.9264296,176.3714495,170.486871,62.5599807,107.9268902,4.8834408,5.2400999,11906.245271,6480.8078228,5425.4374481,72.1604084,58.6768168,6321.172719257513,74.75095080000028,46.80525519999992,27.945695599999908
2012-02-01,2012,2,61.730345,68.160124,55.4847719,5.2144172,5.2642202,4.8620904,5.9932966,5.0950649,6.2437142,4.6008134,65.126302,11271.8165436,6132.5040379,5139.3125057,7948.9664183,5144.9541771,2804.0122412,3322.8501253,987.5498608,2335.3002645,620.0938143,328.7025711,291.3912431,441.7033328,262.9365375,178.7667953,178.3904815,65.7660336,112.6244479,5.0873249,5.3656258,11891.9103579,6461.206609,5430.7037489,71.8135106,58.6306745,6367.855654762599,-33.64397740000095,-13.203851499999473,-20.440125900000112
2012-03-01,2012,3,61.9573869,68.1389727,55.9526803,5.1801222,5.222996,4.7778466,6.0262268,5.0785209,6.4764453,4.4823822,65.3421923,11333.3176939,6141.5747957,5191.7428982,7966.4918439,5149.8626855,2816.6291584,3366.82585,991.7121102,2375.1137399,619.1525704,327.0738397,292.0787307,439.0195203,258.3984209,180.6210994,180.1330501,68.6754188,111.4576313,5.0562932,5.3261895,11952.4702643,6468.6486354,5483.8216289,71.7677611,59.1004841,6339.646733280444,61.50115030000052,17.525425599999835,43.97572470000023
2012-04-01,2012,4,61.8101501,68.1882512,55.6138558,4.991806,5.0441003,4.6609149,5.7356577,4.8685196,6.0551536,4.344376,65.0577045,11322.3449642,6155.0425018,5167.3024624,7945.7642814,5133.4385333,2812.3257481,3376.5806828,1021.6039685,2354.9767143,594.885003,316.809158,278.0758449,422.082592,250.9623429,171.1202492,172.8024109,65.8468151,106.9555958,4.8951857,5.1066396,11917.2299672,6471.8516598,5445.3783074,71.6980016,58.6066882,6400.708021528146,-10.972729700000855,-20.727562500000204,9.754832799999804
2012-05-01,2012,5,61.948765,68.1883003,55.8863925,5.2028942,5.1261631,4.5943393,6.081833,5.3839508,6.8633885,4.7440145,65.3487936,11363.7333969,6164.0818777,5199.6515193,7987.750696,5160.6567778,2827.0939183,3375.9827009,1003.4250999,2372.557601,623.6931191,322.4597693,301.2333498,431.5890862,248.5157409,183.0733453,192.1040329,73.9440283,118.1600045,4.9712125,5.476089,11987.426516,6486.5416469,5500.8848691,71.7554144,59.1240798,6356.33448649845,41.38843269999961,41.98641459999999,-0.5979818999999225
