,Year,Month,Monthly hours worked in all jobs (000),Monthly hours worked in all jobs Males(000),Monthly hours worked in all jobs Females(000),Monthly hours worked in all jobs (employed full-time) (000),Monthly hours worked in all jobs (employed full-time) Males(000),Monthly hours worked in all jobs (employed full-time) Females(000),Monthly hours worked in all jobs (employed part-time) (000),Monthly hours worked in all jobs (employed part-time) Males(000),Monthly hours worked in all jobs (employed part-time) Females(000),Monthly hours worked in all jobs New South Wales(000),Monthly hours worked in all jobs Victoria(000),Monthly hours worked in all jobs Queensland(000),Monthly hours worked in all jobs South Australia(000),Monthly hours worked in all jobs Western Australia(000),Monthly hours worked in all jobs Tasmania(000),Monthly hours worked in all jobs Northern Territory(000),Monthly hours worked in all jobs Australian Capital Territory(000),Monthly worked hour growth (000),Monthly worked hour growth Males (000),Monthly worked hour growth Females (000),Monthly full-time worked hour growth (000),Monthly part-time worked hour growth (000),Monthly hours worked per thousand people New South Wales(000),Monthly hours worked per thousand people Victoria(000),Monthly hours worked per thousand people Queensland(000),Monthly hours worked per thousand people South Australia(000),Monthly hours worked per thousand people Western Australia(000),Monthly hours worked per thousand people Tasmania(000),Monthly hours worked per thousand people Northern Territory(000),Monthly hours worked per thousand people Australian Capital Territory(000)
1988-06-01,1988,6,1091074.115922,732532.667181,358541.448741,997978.86659,713541.1789,284437.68769,93095.249332,18991.488281,74103.761051,369755.49755,286779.91175,180620.86954,89452.946044,107380.02622,27319.905457,10461.321673,19303.727713,-5268.573861999903,-6570.8069009999745,1302.2330389999552,-7027.256500000018,1758.682638000013,45.54760994703128,43.255541071509384,35.308546484214645,50.9268124360945,40.819594852885274,51.01756387861811,42.5949579519544,45.09163212567157
1988-07-01,1988,7,1073353.562505,720016.406039,353337.156466,984194.25791,701240.8447,282953.41321,89159.304595,18775.561339,70383.743256,367586.28729,277185.40336,177920.04874,90485.443188,105846.16649,26538.197671,9866.3392141,17925.661393,-17720.55341699999,-12516.261141999974,-5204.292274999956,-13784.608679999947,-3935.9447370000125,45.28040001108648,41.80838374032791,34.78057838725442,51.51462749103331,40.2365112483844,49.55779210270775,40.17239093688925,41.87260311375846
1988-08-01,1988,8,1104484.315743,741329.139539,363155.176204,1010913.3487,722387.11057,288526.23813,93570.967043,18942.028969,74628.938074,378816.47183,286818.10999,181738.77709,90960.817154,108016.19817,27319.090688,11134.889937,19679.87977,31130.753237999976,21312.733499999973,9818.019738000003,26719.09078999993,4411.662448000003,46.66376839492486,43.261302582241065,35.5270798729352,51.78526453401651,41.061430156618265,51.01604236788049,45.337499743485346,45.97028677879
1988-09-01,1988,9,1113135.478915,744379.092938,368756.385977,1018243.46332,725039.86742,293203.5959,94892.015595,19339.225518,75552.790077,377968.64413,289976.56476,184736.95886,91807.661103,110435.00762,27050.908626,11637.866225,19521.809821,8651.163172000088,3049.953398999991,5601.2097729999805,7330.114620000008,1321.0485520000075,46.559330392953925,43.73769811912698,36.11317737464569,52.26738463023057,41.98091979776477,50.51523552941177,47.38544879885993,45.60105073814529
1988-10-01,1988,10,1117656.854442,748006.872778,369649.981664,1024853.49554,728721.32494,296132.1706,92803.358902,19285.547838,73517.811064,377552.59471,289289.86302,186515.00066,91362.055088,114021.81857,26860.177147,11900.473782,20154.896635,4521.375526999822,3627.779839999974,893.5956870000227,6610.032220000052,-2088.656692999997,46.50808015644247,43.634121633810466,36.46075665330857,52.013694897808136,43.34441517904661,50.159060965452845,48.45469780944625,47.07988001635132
1988-11-01,1988,11,1124704.897078,753171.691958,371533.20512,1028300.54228,732025.90346,296274.63882,96404.354798,21145.788498,75258.5663,381623.01436,292319.13972,187562.57027,93785.155898,110825.58071,27595.738853,11194.218794,19799.43202,7048.042636000086,5164.819179999991,1883.223455999978,3447.04674000002,3600.995895999993,47.00948686375954,44.0910330050227,36.66554007819372,53.39320005579277,42.12939280392306,51.532658922502335,45.579066750814334,46.24954921747255
1988-12-01,1988,12,1122494.658897,750521.019078,371973.639819,1026058.56218,730330.76398,295727.7982,96436.096717,20190.255098,76245.841619,379025.38633,293410.89732,188156.30734,92208.348144,110821.56734,26698.971092,12110.202433,20062.981744,-2210.2381810001098,-2650.672879999969,440.4346989999758,-2241.9801000000443,31.741918999992777,46.68950312022666,44.255704810027304,36.781606361059524,52.49550136293766,42.12786715578195,49.85802258076564,49.3086418281759,46.86517576267227
1989-01-01,1989,1,1129914.227987,752590.916146,377323.311841,1032372.02778,731937.36018,300434.6676,97542.200207,20653.555966,76888.644241,383723.72732,290986.81798,192198.43583,92222.40976,111958.39283,26457.19261,13289.114446,19078.121783,7419.569090000121,2069.8970680000493,5349.672022000013,6313.465599999996,1106.1034900000086,47.268259093372755,43.89007646872502,37.571779069494674,52.503506837460854,42.56002160343648,49.40652214752567,54.1087721742671,44.56463859612239
1989-02-01,1989,2,1144355.99218,763264.314365,381091.677815,1044843.58835,742417.85948,302425.72887,99512.40383,20846.454885,78665.948945,391647.98211,297448.11933,190500.45676,93106.963421,112055.24248,26606.093359,12879.806159,20111.333403,14441.764193000039,10673.398218999966,3768.365974000015,12471.560569999972,1970.203622999994,48.24439296747967,44.864646424531294,37.23985079855342,53.00709559977227,42.59683816619783,49.68458143604108,52.44220748778502,46.978120539593554
1989-03-01,1989,3,1144057.391666,762886.730732,381170.660934,1044114.3762,742130.88327,301983.49293,99943.015466,20755.847462,79187.168004,386590.52513,299842.71272,192027.08651,93204.51981,112842.64942,27014.315085,12791.24224,19744.347976,-298.60051400004886,-377.5836330000311,78.98311899998225,-729.2121499999193,430.61163600000145,47.62139999137719,45.22582734581216,37.53828296549702,53.06263581554227,42.896164152664795,50.44690025210084,52.081605211726384,46.12087824340107
1989-04-01,1989,4,1139525.521649,760792.304886,378733.216763,1042074.89949,740631.28335,301443.61614,97450.622159,20161.021536,77289.600623,382918.74237,301630.1526,189299.15692,93895.851871,111948.38019,26822.653622,13166.520534,19844.144431,-4531.870017000008,-2094.425845999969,-2437.444170999981,-2039.4767100000754,-2492.393306999991,47.16909859201774,45.495430187483976,37.005015525364094,53.456220820381446,42.55621538432297,50.08898902334268,53.60961129478827,46.353993064704504
1989-05-01,1989,5,1148222.019279,765321.01337,382901.005909,1047972.77571,744229.13208,303743.64363,100249.243569,21091.88129,79157.362279,385807.28325,301896.72352,194553.02398,93763.579101,111994.1441,27637.484749,12549.903989,20020.086248,8696.497629999882,4528.708483999944,4167.7891459999955,5897.8762199999765,2798.6214099999925,47.524917867701404,45.53563756919411,38.032064114944774,53.38091608368915,42.57361214171672,51.610615777777774,51.09895760993486,46.76497605232422
1989-06-01,1989,6,1150543.895411,765900.692975,384643.202436,1050357.106,744317.40467,306039.70133,100186.789411,21583.288305,78603.501106,390107.40365,301688.32636,195873.7943,93663.57249,109231.82598,27670.72409,12176.747533,20131.556794,2321.876132000005,579.6796050000703,1742.1965269999928,2384.3302899999544,-62.454157999993186,48.0546198139936,45.504204642603966,38.290253992767084,53.32398092228865,41.52354062951418,51.67268737628385,49.579590932410426,47.0253604157907
1989-07-01,1989,7,1152826.196848,767955.070156,384871.126692,1052365.37897,745977.24073,306388.13824,100460.817878,21977.829426,78482.988452,389366.27927,301784.38922,196906.30783,94232.871007,110872.92505,27644.307651,12272.231735,19746.890309,2282.3014370000456,2054.37718099996,227.92425600002753,2008.272970000049,274.02846699999645,47.963325852426706,45.518693980301364,38.49209419020624,53.64809052490748,42.14739034820954,51.62335695798319,49.96837025651465,46.12681688624153
1989-08-01,1989,8,1164276.088681,775693.897734,388582.190947,1062451.12448,754477.56468,307973.5598,101824.964201,21216.333054,80608.631147,392654.48391,306500.13679,198650.20251,94429.475381,112152.74597,28185.266742,11769.177124,19934.615221,11449.891833000118,7738.827578000026,3711.0642549999757,10085.745510000037,1364.1463229999936,48.36837692904656,46.229978851868054,38.832998242596034,53.76002014289781,42.633903280620395,52.633551338935575,47.920102296416935,46.565324038775984
1989-09-01,1989,9,1161638.960623,774610.296166,387028.664457,1056343.07393,751671.12286,304671.95107,105295.886693,22939.173306,82356.713387,393115.91937,306049.82575,196783.59687,95467.41116,110830.25623,27624.32209,11675.664759,20092.083025,-2637.128058000002,-1083.6015680000419,-1553.5264900000184,-6108.050550000044,3470.922491999998,48.425217956393205,46.16205761022037,38.46810612256866,54.35093148875605,42.13117016270053,51.58603564892624,47.53935162459283,46.933153527213264
1989-10-01,1989,10,1165735.761797,775515.406486,390220.355311,1062395.97033,752472.23579,309923.73454,103339.791467,23043.170696,80296.620771,392396.57947,306875.90163,197923.72801,94626.988426,113056.72606,28548.437643,12373.13713,19934.28027,4096.801173999906,905.1103200000944,3191.690854000044,6052.896399999969,-1956.0952259999904,48.33660747351564,46.286656153184815,38.69098387449907,53.87246707998861,42.97754354900023,53.3117416302521,50.379222842019544,46.564541625788365
1989-11-01,1989,11,1171078.640741,777193.704394,393884.936347,1067955.86131,754464.3335,313491.52781,103122.779431,22729.370894,80393.408537,395114.83083,309636.79649,199449.30826,93806.589231,111508.92974,28720.28985,12775.395223,20066.607822,5342.878943999996,1678.2979079999495,3664.5810359999887,5559.890980000142,-217.01203600000008,48.671449966740575,46.703086998295596,38.98921088065683,53.40540235183604,42.389162069489856,53.63266078431373,52.017081526872964,46.87364592852138
1989-12-01,1989,12,1169011.966045,773891.022025,395120.94402,1065505.56236,750977.69685,314527.86551,103506.403685,22913.325175,80593.07851,394478.08159,305966.14379,200466.6768,94257.721082,111889.74494,28841.377242,12729.569439,20382.584716,-2066.67469600006,-3302.6823690000456,1236.0076729999855,-2450.2989499999676,383.62425399999483,48.59301325326435,46.14943570642092,39.18809047013977,53.662238019925994,42.533925697559496,53.858781030812324,51.83049445846906,47.61173724830647
1990-01-01,1990,1,1153002.575368,762361.083908,390641.49146,1048847.55035,739646.97807,309200.57228,104155.025018,22714.105838,81440.91918,383947.67455,306884.23321,197306.90086,93264.19872,109752.59797,28360.319956,12805.819778,20680.862975,-16009.39067699993,-11529.938116999925,-4479.452560000005,-16658.01201000018,648.6213330000028,47.295845596205965,46.2879128207062,38.570403843221584,53.096611853117,41.72150762943815,52.960448097105505,52.14096000814332,48.30848627657089
1990-02-01,1990,2,1165524.019461,772028.229276,393495.790185,1061267.92211,749762.65766,311505.26445,104256.097351,22265.571616,81990.525735,384869.84864,310300.08655,201347.15272,94897.324833,112364.17847,28651.933569,12536.977933,20556.475546,12521.444093000144,9667.145368000027,2854.2987250000006,12420.371760000009,101.07233300000371,47.409441813254496,46.80313225689679,39.36020969993158,54.026373374893254,42.714277529841105,53.505011333333336,51.04632708876222,48.01792932959589
1990-03-01,1990,3,1171945.583389,776753.505292,395192.078097,1067458.01246,754048.62406,313409.3884,104487.570929,22704.881232,81782.689697,393559.69972,306999.70127,202342.24132,95664.467647,111896.19922,28717.591772,12105.012498,20660.714136,6421.5639279999305,4725.27601599996,1696.2879120000289,6190.090350000188,231.47357799999008,48.47988417344173,46.30532908037829,39.55473391066367,54.463118500996295,42.53637923667604,53.62762235667601,49.28751017100977,48.26142054660126
1990-04-01,1990,4,1188446.911124,784714.067623,403732.843501,1078877.86526,760880.49949,317997.36577,109569.045864,23833.568133,85735.477731,394154.28543,321497.50376,200390.41258,97107.752432,113695.24969,29273.908176,11372.888742,20954.923312,16501.327735000057,7960.562330999994,8540.765404000005,11419.852799999993,5081.474935000006,48.55312705469327,48.4920592708789,39.17318201153358,55.284800701394815,43.220272823690415,54.66649519327731,46.306550252442996,48.94866459238495
1990-05-01,1990,5,1172515.246318,773825.731483,398689.514835,1066169.03693,750311.49803,315857.5389,106346.209388,23514.233453,82831.975935,395109.11389,307813.92942,202465.00768,94728.754287,110451.37217,29300.227348,11855.236245,20791.619626,-15931.66480600019,-10888.336140000029,-5043.328666000045,-12708.828330000164,-3222.8364759999968,48.670745736634636,46.428140608455635,39.57873280813215,53.93040380700256,41.987140640918426,54.71564397385621,48.27050588355049,48.56720305068909
1990-06-01,1990,6,1172104.903455,774000.959295,398103.94416,1067694.66678,752028.96744,315665.69934,104410.236675,21971.991855,82438.24482,398013.55377,309538.73736,196269.38919,96076.353288,110396.89625,28963.01929,11997.54073,20849.435899,-410.34286299999803,175.22781199996825,-585.5706749999663,1525.629850000143,-1935.9727130000101,49.02852349963045,46.68829655952579,38.36758658782132,54.69761075320239,41.96643208773664,54.08593704948646,48.84992153908795,48.70225624620416
1990-07-01,1990,7,1184325.720955,777165.681599,407160.039356,1077318.60836,754028.56542,323290.04294,107007.112595,23137.116179,83869.996416,396848.7025,317822.65198,200575.06484,96086.825681,111010.16634,28881.504213,12118.566676,20982.251571,12220.817500000121,3164.7223040000536,9056.09519600001,9623.941579999868,2596.875920000006,48.88503356738113,47.93777462405165,39.20927863160981,54.703572832906346,42.199561446057935,53.93371468347339,49.34269819218241,49.01250074982481
1990-08-01,1990,8,1164445.517076,767433.136077,397012.380999,1059710.08794,745054.49076,314655.59718,104735.429136,22378.645317,82356.783819,390803.44502,305502.3472,199990.08081,95330.771605,110770.44051,28843.816631,12236.472383,20968.113727,-19880.20387899992,-9732.545522000059,-10147.658357000037,-17608.520419999957,-2271.6834589999926,48.140360312884944,46.07948041448589,39.09492343074969,54.2731406803302,42.10843173040371,53.86333637908497,49.82277028908795,48.9794761200654
1990-09-01,1990,9,1164790.291681,768157.357457,396632.934224,1059852.42648,745807.88493,314044.54155,104937.865201,22349.472527,82588.392674,395818.27055,302795.20234,199358.00807,94663.781046,109947.85483,28818.659914,12137.633014,21250.860281,344.77460499992594,724.2213800000027,-379.4467749999603,142.3385399999097,202.43606499998714,48.75810181694999,45.67115678064526,38.971363125794156,53.89341363279249,41.79573284801946,53.81635838281979,49.420329861563516,49.63994459472086
1990-10-01,1990,10,1149166.469095,756884.560703,392281.908392,1042669.52493,733808.11268,308861.41225,106496.944165,23076.448023,83420.496142,390943.90371,296898.69784,198348.73806,94030.652272,107952.25616,28237.662366,11915.452598,20839.128998,-15623.822585999966,-11272.796753999894,-4351.025832000014,-17182.90154999995,1559.0789640000003,48.15766244271988,44.781776171586294,38.77406667187958,53.53296457272987,41.03712315061203,52.73139564145659,48.51568647394137,48.678180327026396
1990-11-01,1990,11,1149580.329952,756956.222945,392624.107007,1043430.57442,733938.08103,309492.49339,106149.755532,23018.141915,83131.613617,393775.07979,294599.26465,196012.14761,96821.908735,106872.9353,28486.530173,11938.847262,21073.638995,413.860856999876,71.66224199999124,342.19861500000115,761.0494900000049,-347.18863299999794,48.5064153473762,44.43494843813633,38.31729989443848,55.12206588955309,40.626828594237054,53.19613477684407,48.610941620521174,49.2259728918477
1990-12-01,1990,12,1151168.463678,757992.264668,393176.19901,1043981.09303,734196.23498,309784.85805,107187.370648,23796.029688,83391.34096,396437.34883,295214.82555,195866.78462,95050.064029,108271.9104,28278.91731,11297.205108,20751.310407,1588.1337260000873,1036.041723000002,552.0920029999688,550.5186100000283,1037.6151160000009,48.83436176767677,44.527794619828356,38.28888371029225,54.11332993395958,41.15863696495096,52.808435686274514,45.99839213355049,48.4730446320953
1991-01-01,1991,1,1143140.738715,748514.110944,394626.627771,1037994.31696,725106.85749,312887.45947,105146.421755,23407.253454,81739.168301,392726.85769,292692.19571,194841.04857,93763.663751,107952.25234,28567.289399,11623.002621,20974.434692,-8027.724963000044,-9478.15372400009,1450.4287610000465,-5986.776070000022,-2040.9488929999934,48.37729215200788,44.14730172551622,38.08836840387059,53.380964276117275,41.037121698471836,53.346945656395896,47.324929238599346,48.994241280074746
1991-02-01,1991,2,1138560.199627,748578.17117,389982.028457,1030496.54482,723992.51523,306504.02959,108063.654807,24585.65594,83477.998867,390746.82336,291836.37082,193212.4746,94973.560887,106928.94712,28216.725294,11566.302343,21079.038121,-4580.539088000078,64.06022600003053,-4644.59931400005,-7497.7721400000155,2917.233051999996,48.13338548410938,44.01821608470716,37.770007741178766,54.069775625960716,40.64812100661446,52.692297467787114,47.094064914495114,49.23858472553142
1991-03-01,1991,3,1131767.883256,741099.24981,390668.633446,1022674.29218,716741.45331,305932.83887,109093.591076,24357.7965,84735.794576,387493.17015,287733.36949,194186.77778,94150.091914,106784.32671,27862.725177,12092.767381,21464.754369,-6792.316370999906,-7478.921360000037,686.604989000014,-7822.252639999962,1029.936268999998,47.73259055801922,43.399352854492534,37.96046872837455,53.600963230287505,40.593144799665474,52.031232823529415,49.23765220276873,50.139580399439375
1991-04-01,1991,4,1127653.457065,737573.393684,390080.063381,1018945.52515,712402.90356,306542.62159,108707.931915,25170.490124,83537.441791,392368.90596,280606.70939,194824.37197,93914.758104,103917.54546,27922.842336,12207.301714,21891.019394,-4114.426191000035,-3525.8561259999406,-588.5700649999781,-3728.767029999988,-385.6591610000032,48.3331985661493,42.32442561577098,38.08510839018669,53.46698440307429,39.50336252565955,52.14349642577031,49.70399720684039,51.13529407615043
1991-05-01,1991,5,1130951.300861,740359.107511,390592.19335,1022190.60469,715730.6201,306459.98459,108760.696171,24628.487411,84132.20876,391499.3634,284941.68546,194540.99165,92581.271066,106913.09897,27471.450807,12327.936763,20675.650532,3297.8437960001174,2785.7138269999996,512.1299690000014,3245.079539999948,52.76425600000948,48.226085661492974,42.97827802229295,38.02971198318835,52.70781159464845,40.64209646848628,51.300561731092436,50.19518225977199,48.29631051623452
1991-06-01,1991,6,1123535.545924,733827.18675,389708.359174,1015085.00296,708782.21586,306302.7871,108450.542964,25044.97089,83405.572074,385388.23611,282090.99733,193374.59914,93554.430815,107228.4577,27624.779555,13281.032379,20993.046482,-7415.754937000107,-6531.920761000016,-883.834176000033,-7105.601729999995,-310.1532070000103,47.47329836289727,42.54830349326536,37.80170054540123,53.261845041275265,40.76197738158595,51.58688992530346,54.07586473534202,49.037716612940905
1991-07-01,1991,7,1127716.388082,736681.96701,391034.421072,1018670.56541,711475.4671,307195.09831,109045.822672,25206.49991,83839.322762,387469.48741,286339.87948,195499.82769,91141.799618,106584.38501,27527.447128,11972.156198,21181.384499,4180.842157999985,2854.7802600000286,1326.0618980000145,3585.562450000085,595.2797080000018,47.72967324587337,43.1891701956289,38.21714938715668,51.888300380301736,40.51713867938874,51.405130024276374,48.74656432410424,49.47765591917776
1991-08-01,1991,8,1120735.97913,729882.315513,390853.663617,1012677.155,704821.9322,307855.2228,108058.82413,25060.383313,82998.440817,386133.01084,282361.46176,193617.95814,91013.578294,107023.83554,27514.35302,11988.546903,21083.26368,-6980.408951999852,-6799.6514970000135,-180.75745500001358,-5993.410410000011,-986.9985420000012,47.565041985710764,42.58909814024344,37.849273412178675,51.81530218844293,40.68419202463316,51.38067790849673,48.81330172231271,49.24845522074281
1991-09-01,1991,9,1125258.363815,733338.686879,391919.676936,1016040.30897,707997.7688,308042.54017,109218.054845,25340.918079,83877.136766,385009.38817,286842.82369,195023.23053,91064.842596,106805.63618,27628.990641,11977.994287,20905.40139,4522.384684999939,3456.371366000036,1066.0133190000197,3363.153969999985,1159.2307150000124,47.42663071815718,43.26503019502557,38.12398211904995,51.844487672075154,40.60124541169315,51.594753764705885,48.770335044788276,48.83298619481429
1991-10-01,1991,10,1128740.176118,736639.418713,392100.757405,1020553.95045,711980.25581,308573.69464,108186.225668,24659.162903,83527.062765,390275.27445,286122.84912,194711.0073,91932.35867,105761.61325,27741.734981,11405.902246,20789.442066,3481.812302999897,3300.7318339999765,181.08046899997862,4513.641479999991,-1031.829177000007,48.07529865114561,43.15643510761852,38.062947375623104,52.33837669797894,40.204369060290425,51.8052940821662,46.440970057003256,48.56211648213034
1991-11-01,1991,11,1125328.51901,736128.107091,389200.411919,1014086.35358,709205.41678,304880.9368,111242.16543,26922.690311,84319.475119,382689.78405,285236.31878,198100.22992,91477.181209,107884.20907,28005.745801,11176.433148,20758.696426,-3411.657108000014,-511.31162200006656,-2900.3454860000056,-6467.5968700000085,3055.9397619999945,47.14089480783444,43.0227181073621,38.72548722900987,52.07923780757188,41.01125563369573,52.29831148646125,45.50664962540717,48.490297654753554
1991-12-01,1991,12,1120365.363565,731514.834977,388850.528588,1009367.46427,706420.33204,302947.13223,110997.899295,25094.502937,85903.396358,378980.49252,287151.75254,196244.45813,91143.686678,106968.89133,27898.488922,11253.808728,20723.902606,-4963.155444999924,-4613.272113999934,-349.88333099999,-4718.889309999999,-244.26613499999803,46.683972963784186,43.31162650115387,38.36271295670023,51.88937470993453,40.663305455029274,52.09801852847806,45.8216967752443,48.40902267227283
1992-01-01,1992,1,1121386.65917,730912.820149,390473.839021,1010599.60604,704969.27952,305630.32652,110787.05313,25943.540629,84843.512501,382559.07195,284526.53501,197355.1891,91397.932658,105807.89012,27861.365385,11062.565891,20816.084573,1021.2956050001085,-602.0148279999848,1623.3104330000351,1232.1417699999874,-210.84616499999538,47.12479329268293,42.915660117045505,38.57984343661421,52.03412049985767,40.22196081502319,52.02869352941177,45.043020728827365,48.62435078953515
1992-02-01,1992,2,1119098.692163,728574.442789,390524.249374,1007661.62042,701892.55199,305769.06843,111437.071743,26681.890799,84755.180944,385343.03642,281420.29033,197524.29056,89197.734809,106158.14762,27383.2455,11415.401989,20656.488211,-2287.9670069999993,-2338.3773600000422,50.41035299998475,-2937.985619999934,650.0186129999929,47.46773052722346,42.44713952397472,38.61290011924543,50.781517113008825,40.35510819584886,51.135845938375354,46.47964979234528,48.251549196449425
1992-03-01,1992,3,1125415.922365,734859.702617,390556.219748,1013225.48068,707514.59122,305710.88946,112190.441685,27345.111397,84845.330288,387688.43729,283026.59591,197797.61869,90976.120153,106406.55265,27392.34736,11509.909864,20618.357528,6317.23020199989,6285.25982799998,31.970373999967705,5563.860259999987,753.3699420000048,47.75664415989159,42.689421546328,38.666331480793666,51.793976745231994,40.44953723485136,51.152842875816994,46.86445384364821,48.162479626255546
1992-04-01,1992,4,1121019.29288,731782.134898,389237.157982,1008161.41061,704778.57233,303382.83828,112857.88227,27003.562568,85854.319702,385617.62922,282284.4219,197877.78658,89575.529843,106905.29683,26973.467168,11172.130593,20612.942243,-4396.629484999925,-3077.567718999926,-1319.061765999999,-5064.070070000016,667.4405850000039,47.501555705838875,42.57747807659241,38.68200304564559,50.99660110617705,40.63913055196534,50.37062029505135,45.489131078990226,48.14983004671806
1992-05-01,1992,5,1117733.747647,727921.112619,389812.635028,1005069.47198,699999.66779,305069.80419,112664.275667,27921.444829,84742.830838,384774.99699,280292.6145,196371.68986,90648.619671,106851.35498,26652.99162,11456.719808,20684.782859,-3285.54523300007,-3861.022279000026,575.4770460000145,-3091.9386299999896,-193.60660300000745,47.3977576977088,42.27705010633645,38.387584763952695,51.60752614346712,40.61862502090778,49.77215988795518,46.64788195439739,48.31764274468581
1992-06-01,1992,6,1122541.282345,732062.191154,390479.091191,1007580.74573,704032.80311,303547.94262,114960.536615,28029.388044,86931.148571,384169.81075,284671.09085,197781.08571,89876.023461,106872.89097,26901.862879,11213.130303,21055.371307,4807.534697999945,4141.078534999979,666.4561630000244,2511.273749999935,2296.26094800001,47.32320901084011,42.937463740026246,38.66309954256671,51.16767632280103,40.626811742568236,50.23690546965453,45.656068008957654,49.183301347815934
1992-07-01,1992,7,1122601.903605,731157.865267,391444.038338,1007835.55832,703203.68908,304631.86924,114766.345285,27954.176187,86812.169098,386938.98911,283511.38977,195051.75596,90288.25939,106938.01949,27153.201465,11047.068204,21673.182143,60.621260000159964,-904.3258869999554,964.947146999999,254.8125899999868,-194.19133000000147,47.66432484725302,42.76254389508138,38.129558393118955,51.40236799886138,40.65156979016194,50.70625857142857,44.979919397394134,50.62644742583509
1992-08-01,1992,8,1124400.720459,732241.008503,392159.711956,1007406.18686,703856.08221,303550.10465,116994.533599,28384.926293,88609.607306,385099.20101,283452.64307,199148.10899,90420.11729,106521.85051,27649.403589,11313.010013,20796.530692,1798.8168539998587,1083.1432359999744,715.6736180000007,-429.37145999993663,2228.188313999999,47.43769413771865,42.753683022368364,38.93033114847034,51.47743654426416,40.493366726222156,51.632873182072835,46.06274435260586,48.57867482363933
1992-09-01,1992,9,1122542.793388,732558.80126,389983.992128,1006289.58981,704673.84068,301615.74913,116253.203578,27884.96058,88368.242998,382732.09214,282309.27917,199971.96492,90998.652409,107401.12468,27121.596381,11179.792685,20828.301832,-1857.9270709999837,317.79275699995924,-2175.719828000001,-1116.5970499999821,-741.3300210000016,47.14610644740084,42.581227344303834,39.09138205844981,51.80680467349843,40.82761525127347,50.64723880672269,45.520328521986976,48.65288911936464
1992-10-01,1992,10,1121732.30069,732145.083181,389587.217509,1004688.40839,703979.8917,300708.51669,117043.8923,28165.191481,88878.700819,377567.84436,282801.06634,200553.78654,89575.838959,111647.90211,26771.017179,11123.744695,21691.0879,-810.4926980000455,-413.71807900001295,-396.77461900003254,-1601.1814200000372,790.6887220000062,46.50995865484109,42.65540450685531,39.205119057765614,50.996777090236264,42.44199122253478,49.9925624257703,45.29212009364821,50.66827353422097
1992-11-01,1992,11,1116696.816183,727956.245954,388740.570229,1001632.96198,700562.32712,301070.63486,115063.854203,27393.918834,87669.935369,377648.73323,282858.39782,197431.36277,90949.095336,109099.943,25981.058034,11162.899483,21565.317473,-5035.484506999841,-4188.837226999924,-846.6472799999756,-3055.446409999975,-1980.0380970000115,46.51992279255975,42.66405191933514,38.59473419411592,51.77859113919727,41.47340644719836,48.517381949579836,45.4515451262215,50.3744860383088
1992-12-01,1992,12,1120039.092966,729448.436702,390590.656264,1005866.13282,701391.09125,304475.04157,114172.960146,28057.345452,86115.614694,378151.85819,281830.84577,202285.80738,90818.451573,107739.43343,26388.183491,11267.790608,21556.705025,3342.2767829999793,1492.1907479999354,1850.0860349999857,4233.170840000035,-890.8940569999977,46.58189925966987,42.50906435542014,39.54370196070766,51.70421381895815,40.95622041739527,49.27765357796452,45.87862625407166,50.35436819668301
1993-01-01,1993,1,1126523.450439,737110.198441,389413.251998,1010755.64922,708711.48345,302044.16577,115767.801219,28398.714991,87369.086228,381604.3015,282501.1219,201613.32191,92009.784865,109778.41531,26286.69567,10938.094438,21791.699316,6484.357472999953,7661.76173899998,-1177.4042659999686,4889.516399999964,1594.8410730000032,47.00718175659029,42.610163335796926,39.41224160101652,52.38245651295189,41.73132186953547,49.08813383753502,44.53621513843648,50.90329202522774
1993-02-01,1993,2,1124948.058184,733655.557022,391292.501162,1011389.4399,706897.66703,304491.77287,113558.618284,26757.889992,86800.728292,380954.50034,284329.33973,204626.52757,93000.822133,102522.83921,26514.204621,11322.792338,21677.026515,-1575.3922550000716,-3454.6414189999923,1879.249163999979,633.7906799999764,-2209.1829350000044,46.92713726779996,42.88591679060016,40.00127603753299,52.946667881013376,38.973176921614844,49.512987154061626,46.10257466612378,50.635427505255784
1993-03-01,1993,3,1138145.845809,742226.873047,395918.972762,1024010.305,714565.1463,309445.1587,114135.540809,27661.726747,86473.814062,380880.7521,284056.0559,209300.43352,91924.609506,112513.57891,26171.932159,11414.083978,21884.430499,13197.787625000114,8571.316025000066,4626.47159999999,12620.865100000054,576.9225250000018,46.91805273466371,42.844696888339186,40.9149513283159,52.33396499060632,42.771070824146584,48.873822892623714,46.474283298045606,51.119903057696796
1993-04-01,1993,4,1131628.248333,737065.291311,394562.957022,1018481.82905,710223.82261,308258.00644,113146.419283,26841.468701,86304.950582,381312.7433,283483.60366,206019.47983,91962.936021,109230.66448,26464.610588,11442.525382,21711.663578,-6517.597475999966,-5161.581736000022,-1356.0157400000026,-5528.475950000109,-989.1215260000026,46.971266728258186,42.75835286505076,40.27357635226273,52.355784811272414,41.52309909526344,49.42037458076564,46.590087060260586,50.716336318617145
